Company Name for Emails,Company name ,# Employees,Employee range,Industry,Website,Company Linkedin Url,Company State,Company Country
Caregility,Caregility,130,51-500,hospital & health care,http://www.caregility.com,http://www.linkedin.com/company/caregility,New Jersey,United States
Duetto,Duetto,280,51-500,hospitality,http://www.duettocloud.com,http://www.linkedin.com/company/duetto-research,California,United States
Atomwise,Atomwise,57,51-500,research,http://www.atomwise.com,http://www.linkedin.com/company/atomwise,California,United States
Attivo Networks® a SentinelOne Company,Attivo Networks® a SentinelOne Company,85,51-500,computer & network security,http://www.attivonetworks.com,http://www.linkedin.com/company/attivo-networks-inc-,California,United States
Rev1 Ventures,Rev1 Ventures,71,51-500,venture capital & private equity,http://www.rev1ventures.com,http://www.linkedin.com/company/rev1ventures,Ohio,United States
Virtual Peaker,Virtual Peaker,66,51-500,information technology & services,http://www.virtual-peaker.com,http://www.linkedin.com/company/virtual-peaker,Kentucky,United States
Vynca,Vynca,88,51-500,hospital & health care,http://www.vyncacare.com,http://www.linkedin.com/company/vyncacare,California,United States
BlueMatrix,BlueMatrix,150,51-500,information technology & services,http://www.bluematrix.com,http://www.linkedin.com/company/bluematrix,New York,United States
Walton Global,Walton Global,580,501-10000,real estate,http://www.walton.com,http://www.linkedin.com/company/walton-global,Arizona,United States
Crew,Crew,150,51-500,information technology & services,http://www.crewapp.com,http://www.linkedin.com/company/crewapp,California,United States
Photomath,Photomath,380,51-500,information technology & services,http://www.photomath.com,http://www.linkedin.com/company/photomath,California,United States
Karius,Karius,190,51-500,research,http://www.kariusdx.com,http://www.linkedin.com/company/kariusinc,California,United States
Ndustrial,Ndustrial,58,51-500,information technology & services,http://www.ndustrial.io,http://www.linkedin.com/company/ndustrial-io,North Carolina,United States
Service Express,Service Express,1200,501-10000,information technology & services,http://www.serviceexpress.com,http://www.linkedin.com/company/service-express-inc,Michigan,United States
Engage fi,Engage fi,78,51-500,financial services,http://www.engagefi.com,http://www.linkedin.com/company/engage-fi,Florida,United States
Channel,Channel,160,51-500,financial services,http://www.channelpartnerscapital.com,http://www.linkedin.com/company/channelpartnerscapital,Minnesota,United States
Nex-Tech,Nex-Tech,320,51-500,telecommunications,http://www.nex-tech.com,http://www.linkedin.com/company/nex-tech,Kansas,United States
Ceribell │ AI-Powered Point-of-Care EEG,Ceribell │ AI-Powered Point-of-Care EEG,270,51-500,medical devices,http://www.ceribell.com,http://www.linkedin.com/company/ceribell,California,United States
Artera,Artera,350,51-500,hospital & health care,http://www.artera.io,http://www.linkedin.com/company/artera-io,California,United States
SaaS Labs,SaaS Labs,360,51-500,information technology & services,http://www.saaslabs.co,http://www.linkedin.com/company/saas-labs,California,United States
NewsBreak,NewsBreak,340,51-500,information technology & services,http://www.newsbreak.com,http://www.linkedin.com/company/particle-media-inc-,California,United States
Genomenon,Genomenon,130,51-500,research,http://www.genomenon.com,http://www.linkedin.com/company/genomenon,Michigan,United States
Divert,Divert,190,51-500,environmental services,http://www.divertinc.com,http://www.linkedin.com/company/divert,Massachusetts,United States
Waterton,Waterton,640,501-10000,real estate,http://www.waterton.com,http://www.linkedin.com/company/waterton,Illinois,United States
IDM Companies,IDM Companies,140,51-500,real estate,http://www.idmcompanies.com,http://www.linkedin.com/company/idm-invest-develop-manage,Washington,United States
Fund&Grow,Fund&Grow,66,51-500,financial services,http://www.fundandgrow.com,http://www.linkedin.com/company/fund&grow,Florida,United States
Orbbec,Orbbec,87,51-500,computer hardware,http://www.orbbec.com,http://www.linkedin.com/company/orbbec,Michigan,United States
Vector Solutions,Vector Solutions,840,501-10000,e-learning,http://www.vectorsolutions.com,http://www.linkedin.com/company/vectorsolutions,Florida,United States
Epirus,Epirus,190,51-500,defense & space,http://www.epirusinc.com,http://www.linkedin.com/company/epirus,California,United States
UVC,UVC,56,51-500,venture capital & private equity,http://www.uvcpartners.com,http://www.linkedin.com/company/uvc-partners,Delaware,United States
Mynd,Mynd,560,501-10000,real estate,http://www.mynd.co,http://www.linkedin.com/company/myndrealestate,California,United States
Thompson Street Capital,Thompson Street Capital,68,51-500,venture capital & private equity,http://www.tscp.com,http://www.linkedin.com/company/thompson-street-capital-partners,Missouri,United States
National Retail Solutions,National Retail Solutions,160,51-500,retail,http://www.nrsplus.com,http://www.linkedin.com/company/national-retail-solutions-nrs-plus-,New Jersey,United States
Focal,Focal,160,51-500,retail,http://www.focal.systems,http://www.linkedin.com/company/focal-systems-inc.,California,United States
Timescale,Timescale,140,51-500,information technology & services,http://www.timescale.com,http://www.linkedin.com/company/timescaledb,New York,United States
Evolve Companies,Evolve Companies,54,51-500,construction,http://www.evolvecos.com,http://www.linkedin.com/company/evolve-companies,North Carolina,United States
PTP,PTP,68,51-500,information technology & services,http://www.ptp.cloud,http://www.linkedin.com/company/pinnacletechpartners,Massachusetts,United States
Disprz,Disprz,330,51-500,information technology & services,http://www.disprz.ai,http://www.linkedin.com/company/disprz,New Jersey,United States
FreightWaves,FreightWaves,190,51-500,online media,http://www.freightwaves.com,http://www.linkedin.com/company/freightwaves,Tennessee,United States
Bridge33 Capital,Bridge33 Capital,76,51-500,real estate,http://www.bridge33capital.com,http://www.linkedin.com/company/bridge33-capital,Washington,United States
Skyryse,Skyryse,160,51-500,aviation & aerospace,http://www.skyryse.com,http://www.linkedin.com/company/skyryse,California,United States
Constellation,Constellation,210,51-500,information technology & services,http://www.helloconstellation.com,http://www.linkedin.com/company/hello-constellation,New York,United States
Skit.ai,Skit.ai,210,51-500,information technology & services,http://www.skit.ai,http://www.linkedin.com/company/skit-ai,New York,United States
Aeropay,Aeropay,62,51-500,financial services,http://www.aeropay.com,http://www.linkedin.com/company/aeropay,Illinois,United States
HatchWorks AI,HatchWorks AI,130,51-500,information technology & services,http://www.hatchworks.com,http://www.linkedin.com/company/hatchworks,Georgia,United States
Talenya,Talenya,54,51-500,information technology & services,http://www.talenya.com,http://www.linkedin.com/company/talenya,New Jersey,United States
Lendistry,Lendistry,330,51-500,financial services,http://www.lendistry.com,http://www.linkedin.com/company/lendistry,California,United States
WeRide,WeRide,290,51-500,information technology & services,http://www.weride.ai,http://www.linkedin.com/company/werideai,California,United States
ERC,ERC,1100,501-10000,outsourcing/offshoring,http://www.ercglobalcx.com,http://www.linkedin.com/company/ercglobalcx,Florida,United States
kea,kea,100,51-500,information technology & services,http://www.kea.ai,http://www.linkedin.com/company/keacloud,California,United States
Pryon,Pryon,180,51-500,information technology & services,http://www.pryon.com,http://www.linkedin.com/company/pryon,North Carolina,United States
CLARA Analytics,CLARA Analytics,66,51-500,insurance,http://www.claraanalytics.com,http://www.linkedin.com/company/clara-analytics,California,United States
Blockchains,Blockchains,79,51-500,information technology & services,http://www.blockchains.com,http://www.linkedin.com/company/blockchainsinc,Nevada,United States
RAD AI,RAD AI,52,51-500,marketing & advertising,http://www.radintel.ai,http://www.linkedin.com/company/radintelai,California,United States
SambaNova,SambaNova,460,51-500,computer hardware,http://www.sambanova.ai,http://www.linkedin.com/company/sambanova,California,United States
Welltok,Welltok,79,51-500,"health, wellness & fitness",http://www.welltok.com,http://www.linkedin.com/company/welltok-inc-,Colorado,United States
Loris,Loris,55,51-500,information technology & services,http://www.loris.ai,http://www.linkedin.com/company/loris-ai,New York,United States
Glasswing Ventures,Glasswing Ventures,56,51-500,venture capital & private equity,http://www.glasswing.vc,http://www.linkedin.com/company/glasswing-ventures,Massachusetts,United States
Whatfix,Whatfix,1100,501-10000,information technology & services,http://www.whatfix.com,http://www.linkedin.com/company/whatfix,California,United States
Nucleai,Nucleai,120,51-500,information technology & services,http://www.nucleai.ai,http://www.linkedin.com/company/nucleai-ai,Illinois,United States
battleface,battleface,99,51-500,insurance,http://www.battleface.com,http://www.linkedin.com/company/battlefaceinsurance,Ohio,United States
Greenplum Database by VMware,Greenplum Database by VMware,72,51-500,information technology & services,http://www.greenplum.org,http://www.linkedin.com/company/greenplum,California,United States
Truckstop,Truckstop,1400,501-10000,transportation/trucking/railroad,http://www.truckstop.com,http://www.linkedin.com/company/truckstop,Idaho,United States
PandoLogic,PandoLogic,120,51-500,information technology & services,http://www.pandologic.com,http://www.linkedin.com/company/pandologic,New York,United States
Miles,Miles,63,51-500,information technology & services,http://www.getmiles.com,http://www.linkedin.com/company/getmilesapp,California,United States
Caban,Caban,85,51-500,computer software,http://www.cabanenergy.com,http://www.linkedin.com/company/cabansystems,California,United States
BluLogix,BluLogix,74,51-500,information technology & services,http://www.blulogix.com,http://www.linkedin.com/company/blulogix,Virginia,United States
Literati,Literati,210,51-500,retail,http://www.literati.com,http://www.linkedin.com/company/literati,Texas,United States
Arturo,Arturo,61,51-500,insurance,http://www.arturo.ai,http://www.linkedin.com/company/arturoai,Illinois,United States
Stage 2 Capital,Stage 2 Capital,550,501-10000,venture capital & private equity,http://www.stage2.capital,http://www.linkedin.com/company/stage-2-capital,North Carolina,United States
N5 Now,N5 Now,150,51-500,information technology & services,http://www.n5now.com,http://www.linkedin.com/company/n5now,New York,United States
